#,granter_id,grantee,grantee_id,fiscal_year,description,amount,start,end,url
295,225,"Shorebank Enterprise, Detroit",,2011,Net asset grant to accompany a program-related investment for the development of affordable housing and mixed-use development in Detroit,200000,1/1/2012,11/15/2021,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
296,225,State Voices,,2011,"For Michigan Voice to increase democratic participation in underrepresented communities through grant making, organizing and the voter education and protection activities of the Election Coalition",800000,8/1/2012,1/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
297,225,State Voices,,2011,General support to help grassroots organizations win shared policy and civic engagement victories and build long-term power,350000,3/1/2012,2/28/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
298,225,The Edison Institute,,2011,"General support for the Henry Ford Museum to provide unique educational experience based on authentic objects, stories and lives from America’s traditions of ingenuity, resourcefulness and innovation",500000,4/1/2012,3/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
299,225,The Foundation Center,,2011,General support to strengthen the social sector by advancing knowledge about philanthropy in the U.S. and around the world,200000,1/1/2012,12/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
300,225,Tides Center,,2011,Core support for the Detention Watch Network to educate the public and policy makers about the U.S. immigration detention and deportation system and advocate for humane reform,250000,7/1/2012,12/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
301,225,Tides Center,,2011,"Core support for the International Network on Economic, Social, and Cultural Rights to secure economic and social justice through human rights & to recruit and plan the transition to new leadership",370000,10/1/2011,9/30/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
302,225,Tides Center,,2011,Contribution to the annual membership dues of the Emerging Practitioners in Philanthropy affinity group,11900,1/1/2012,12/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
303,225,Tides Center,,2011,Core support for the Groundswell Fund's Catalyst Fund to increase resources for U.S.-based women-of-color-led reproductive justice efforts,250000,10/1/2011,9/30/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
304,225,Tides Center,,2011,Core support for the National Asian Pacific American Women's Forum’s Reproductive Justice and Women’s Rights Programs & for the forum to conduct a national Asian-American opinion survey,675000,4/1/2012,3/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
305,225,Tides Center,,2011,For the New Policy Institute’s 21st Century Border Initiative to inform the national debate around border security and immigration,100000,8/1/2012,7/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
306,225,Tides Center,,2011,"Core support for the Opportunity Agenda to build the national will to expand opportunity in America and for communications projects to promote economic opportunity, immigrant rights and media justice",825000,5/1/2012,4/30/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
307,225,Tides Center,,2011,"For Face Value to disseminate the findings of its “Exposing the Roots of Anti-LGBTQ Stigma” research and develop, test and validate models for encouraging dialogue between queer and straight people",312021,9/1/2012,8/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
308,225,Tides Center,,2011,"For the Lineage Project to offer yoga and meditation programs to homeless youth at Covenant House in midtown Manhattan to reduce stress, increase resiliency and prevent incarceration",20000,11/15/2011,11/14/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
309,225,Tides Center,,2011,For the California Criminal Justice Reform Campaign to reduce California's overreliance on incarceration,750000,7/1/2012,6/30/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
310,225,Tides Center,,2011,"Contribution to the annual membership dues of the African Grantmakers Affinity Group, a foundation-supported association of grant makers",7900,1/1/2012,12/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
311,225,Tides Center,,2011,"For Empire State Futures to advocate for regional land use, infrastructure investment and job creation policies that advance equitable transit-oriented development in the New York metropolitan area",100000,6/1/2012,5/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
312,225,Vera Institute of Justice,,2011,"General support to promote justice systems that are fairer, more humane and more effective",1000000,3/1/2012,2/28/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
313,225,Vera Institute of Justice,,2011,To convene the 2012 annual conference on the use of empirical methods for Chinese criminal justice reform and provide technical assistance on pilot projects to Chinese partners,100094,4/1/2012,3/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
314,225,Wayne State University,,2011,"For the Detroit Revitalization Fellows program to cultivate, develop and retain a talent pool of young leaders to build the capacity of organizations actively working to shape the Detroit of tomorrow",1000000,10/1/2011,9/30/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
315,225,Community Foundation for Southeast Michigan,,2012,Core support for the New Economy Initiative to leverage resources and catalyze positive economic and social change in the Detroit metropolitan area,2000000,12/1/2012,11/30/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
316,225,"Demos: A Network for Ideas and Action, Ltd.",,2012,"For a joint campaign with Project Vote & the Lawyers’ Committee for Civil Rights Under Law using litigation, public education & advocacy to promote enforcement of the National Voter Registration Act",1350000,12/1/2012,1/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
317,225,Harriet Tubman Center,,2012,For the Michigan Organizing Collaborative to launch Citizen Michigan to engage voters in underrepresented communities & to build the capacity of MOC members to participate in budget and policy debates,200000,9/1/2012,2/28/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
318,225,"LeeLee Films, Inc.",,2012,"For post-production of “American Revolution: The Evolution of Grace Lee Boggs,” a documentary on the Chinese-American writer, philosopher and activist’s work for social change over the past 70 years",150000,1/1/2013,12/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
319,225,Michigan Advocacy Program,,2012,For the Michigan Immigrant Rights Center's Welcoming Michigan campaign to foster and facilitate receiving communities' understanding of immigrants and immigration,235000,10/1/2012,1/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
320,225,PolicyLink,,2012,To partner with the University of Southern California's Program for Environmental and Regional Equity in making the case for and promoting equity as the superior economic growth model for the nation,600000,12/1/2012,1/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
321,225,State Voices,,2012,General support to help grassroots organizations win shared policy and civic engagement victories and build long-term power and one-time support  to create the new position of Managing Director,1000000,12/15/2012,12/14/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
322,225,The Foundation Center,,2012,"To establish philanthropy information centers in four Nigerian cities, create a Web portal for them and build their capacity to provide ongoing training and technical assistance to Nigerian NGOs",379500,12/1/2012,11/30/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
323,225,Tides Center,,2012,"To develop & launch the Bridges Initiative to mobilize action necessary to change the public conversation about the shifting racial, ethnic, cultural and generational demographics of the United States",75000,11/1/2012,10/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
324,225,Tides Center,,2012,"Final core support for the International Network for Economic, Social and Cultural Rights to build a global movement to make human rights and social justice a reality for all",370000,10/1/2012,9/30/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
325,225,United Way for Southeastern Michigan,,2012,To develop expanded learning time and school redesign models for Detroit high schools,200000,1/1/2013,12/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
326,225,Vera Institute of Justice,,2012,"To develop, pilot and document postsecondary education and re-entry programs for incarcerated and recently released ex-offenders in North Carolina and New Jersey",1000000,10/1/2012,9/30/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
327,225,"Allied Media Projects, Inc.",,2013,"For the Detroit Future network and the Detroit Digital Justice Coalition to cultivate a community media economy rooted in access, participation, common ownership and healthy communities",300000,6/1/2013,5/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
328,225,American Civil Liberties Union Fund of Michigan,,2013,"To evaluate the impact of the emergency management law, increase the transparency and accountability of policy decision making and promote public policies that lead to quality education in Michigan",500000,10/1/2013,9/30/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
329,225,Arts and Science Council,,2013,"To implement its power2give.org crowdfunding website in Southeastern Michigan and for power2give.org, Fractured Atlas and USA Artists to assess the opportunities for organizational alliances",100000,3/1/2013,12/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
330,225,Children's Defense Fund,,2013,"Final core support for the Southern Rural Black Women’s Initiative for Economic and Social Justice to address historical race, class, cultural, religious and gender barriers experienced by these women",500000,9/1/2013,8/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
331,225,"City Year, Inc.",,2013,To implement the Diplomas Now extended learning time model in two Detroit public schools and strengthen it in a third,200000,5/1/2013,4/30/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
332,225,Community Foundation for Southeast Michigan,,2013,"For the East Side Revitalization Program’s grant-making and other activities to revitalize the housing market and commercial district on Detroit’s east side, engage residents and leverage resources",1000000,1/1/2013,12/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
333,225,Community Foundation for Southeast Michigan,,2013,Core support for the Public Sector Capacity Building Initiative designed to support citywide efforts to strengthen local government in Detroit,624245,11/1/2013,10/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
334,225,Congress for the New Urbanism,,2013,For the Resilient Communities campaign to connect sustainable transportation practices and urban design to socioeconomic issues and equitable outcomes in targeted U.S. cities,150000,6/1/2013,5/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
335,225,ConnectEd,,2013,"For the Linked Learning Detroit high-school consortium to design & implement effective school improvement strategies, with a focus on more & better learning time, that prepare young people for success",600000,6/1/2013,5/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
336,225,CultureSource,,2013,To enable a culturally diverse group of arts organizations to participate in the Kennedy Center's Capacity Building in Detroit Program and for a new web portal for Detroit cultural organizations,310000,6/1/2013,5/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
337,225,"Demos: A Network for Ideas and Action, Ltd.",,2013,"For research, public education and policy advocacy to address financial challenges faced by low-income households, including credit card debt, education debt and unfair credit reporting practices",600000,10/1/2013,3/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
338,225,"Demos: A Network for Ideas and Action, Ltd.",,2013,Core support for the Democracy Program to strengthen democracy in the United States by reducing barriers to voter participation,200000,12/1/2013,11/30/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
339,225,Detroit Historical Society,,2013,"For the museum’s Advancing the Mission priorities: new & upgraded exhibits, educational programming & outreach; increased community-based activities; and digitization of key items from its collections",500000,7/1/2013,6/30/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
340,225,Detroit Land Bank Community Development Corporation,,2013,"To stabilize neighborhoods and stimulate economic growth through the acquisition, rehabilitation, management and disposition to low- and moderate-income families of foreclosed and abandoned properties",600000,5/1/2013,10/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
341,225,Grantmakers in the Arts,,2013,"For conference and program activities focused on racial equity and social justice & for benchmark research on financial support provided to individual artists by public, private and nonprofit funders",150000,9/1/2013,8/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
342,225,Immigrant Legal Resource Center,,2013,"For the Detroit site of the New American Collaboration to promote citizenship, assist with naturalization processes, & increase the long-term sustainability of community-based legal service providers",200000,10/1/2013,9/30/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
343,225,Independent Sector,,2013,For the 2013 IS National Conference to bring together in New York City the nonprofit philanthropic sector’s most innovative and dynamic leaders to exchange ideas and chart a bold path forward,300000,6/1/2013,12/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
344,225,Institute for Policy Studies,,2013,"To provide policy research, communications, networking support and other technical assistance to member groups and campaigns of the United Workers Congress",200000,4/1/2013,3/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
345,225,Metropolitan Organizing Strategy Enabling Strength,,2013,For organizing activities and civic engagement to influence implementation of the Detroit Future City strategic framework and to ensure equitable implementation of the new Regional Transit Authority,100000,3/1/2013,2/28/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
346,225,Michigan Community Resources,,2013,General support to empower nonprofit community organizations serving low-income individuals and communities in Michigan by providing them with pro bono legal services and technical assistance,350000,1/1/2013,12/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
347,225,Michigan Environmental Council,,2013,For Trans4M to promote policies to transform Michigan’s transportation system into a world-class network that features public transit & non-motorized options and advances job access and social equity,200000,5/1/2013,4/30/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
348,225,Michigan Organizing Project,,2013,Core support for the Alliance for Immigrant Rights and for the Northern Borders Coalition to address immigration enforcement abuses at the Northern U.S. border,350000,8/1/2013,7/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
349,225,"Midtown Detroit, Inc.",,2013,To strengthen the association’s financial management and reporting systems and build its capacity to combat community deterioration and blight and encourage economic development in Midtown Detroit,500000,6/1/2013,5/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
350,225,Museum of African American History,,2013,"General support for learning opportunities, exhibitions, programs & events that explore the diverse history & culture of African Americans & to collaborate with the Complex Movements artist collective",190000,2/1/2013,12/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
351,225,Museum of African American History,,2013,For capacity-building efforts to improve sustained visitorship of the Charles Wright Museum,500000,8/1/2013,7/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
352,225,Philanthropy Northwest,,2013,For the Mission Investors Exchange to help grant makers include program-related investments & other investment vehicles in their philanthropic strategies,75000,1/1/2013,12/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
353,225,PolicyLink,,2013,For strategic communications and policy development to promote equity as a superior growth model,350000,8/1/2013,7/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
354,225,PolicyLink,,2013,For the management of the Policy Communications Infrastructure to help coordinate communications  between national and state asset-building policy organizations,1200000,8/1/2013,7/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
355,225,PolicyLink,,2013,For the Promise Neighborhoods Institute to provide technical assistance to federal Promise Neighborhoods initiatives for expanded learning time and educational improvement in distressed communities,500000,5/1/2013,10/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
356,225,"Public Consulting Group, Inc.",,2013,For analysis of public grants targeted for Detroit and design of a centralized grants management and compliance system,127000,9/1/2013,12/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
357,225,Regents of the University of Michigan,,2013,To assess and strengthen reproductive rights and justice infrastructure in Michigan,200000,12/1/2013,5/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
358,225,Regents of the University of Michigan,,2013,"For the Detroit Youth Passages Project's communications, social media and coalition-building strategies to advance youth sexuality, reproductive health and rights in Michigan",300000,12/1/2013,11/30/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
359,225,"Restaurant Opportunities Center United, Inc.",,2013,"For national communications efforts to educate the public on restaurant worker issues & for ROC Michigan’s workforce and economic development programming, including its community college partnerships",330000,6/1/2013,5/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
360,225,Smart Growth America,,2013,"General support to promote growth that protects farmland and open space, revitalizes neighborhoods, keeps housing affordable and provides more transportation choices",855000,2/1/2013,1/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
361,225,"Sphinx Organization, Inc.",,2013,General support to transform lives through the power of diversity in the arts,150000,1/1/2013,12/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
362,225,State Voices,,2013,For Michigan Voice to conduct public education around the importance of public institutions in promoting equity and economic growth and for outreach in support of Detroit's shift to district elections,880000,9/1/2013,2/28/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
363,225,The Aspen Institute,,2013,For the Opportunity Youth Incentive Funds to bring various sectors together to build college and career pathways for youth who are disconnected from work or school,200000,8/1/2013,7/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
364,225,The Children's Aid Society,,2013,"For the National Center for Community Schools to build the capacity of More and Better Learning initiative grantees to conceptualize, implement and sustain community schools",200000,8/1/2013,7/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
365,225,The Foundation Center,,2013,General support to strengthen the social sector by advancing knowledge about philanthropy & for development of an application to deliver grant data directly into foundation grants management programs,500000,1/1/2013,12/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
366,225,The Sugar Law Center,,2013,For legal and technical assistance to help community groups in Michigan develop and implement “community benefits alliances” that give them a voice at the community development decision-making table,100000,7/1/2013,6/30/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
367,225,Tides Center,,2013,Final core support for Justice Strategies to provide high-quality action research to advocates & policy makers pursuing more humane & cost-effective approaches to criminal justice & immigration reform,200000,3/1/2013,8/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
368,225,Tides Center,,2013,For the SPACEs (Safe Places for the Advancement of Community and Equity) project to promote national leadership development and cross-racial alliance building,59978,7/1/2012,6/30/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
